City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Sandakan,MY,2021-11-18 04:28:51,5.8402,118.1179,85.68,74,20,9.22
273,Lompoc,US,2021-11-18 04:31:41,34.6391,-120.4579,56.93,86,1,0.0
274,Beringovskiy,RU,2021-11-18 04:31:41,63.05,179.3167,26.01,72,100,22.62
275,Takab,IR,2021-11-18 04:32:42,36.4009,47.1133,36.14,41,1,2.93
276,Ovalle,CL,2021-11-18 04:29:22,-30.5983,-71.2003,60.93,65,0,2.06
277,Half Moon Bay,US,2021-11-18 04:32:42,37.4636,-122.4286,59.14,74,1,0.0
278,Antofagasta,CL,2021-11-18 04:32:43,-23.65,-70.4,58.28,75,48,5.95
279,Lethem,GY,2021-11-18 04:32:43,3.3803,-59.7968,77.56,80,99,8.93
280,Maralal,KE,2021-11-18 04:32:43,1.0968,36.698,62.28,76,75,6.4
281,Shinpokh,PK,2021-11-18 04:32:44,34.3292,71.1782,54.81,18,66,2.04
282,Sokode,TG,2021-11-18 04:32:45,8.9833,1.1333,73.4,76,40,2.55
283,Saint-Andre-Les-Vergers,FR,2021-11-18 04:32:45,48.2853,4.0521,46.44,100,90,3.44
284,Plettenberg Bay,ZA,2021-11-18 04:32:45,-34.0527,23.3716,58.28,80,88,7.7
285,Wexford,IE,2021-11-18 04:32:46,52.3342,-6.4575,52.52,90,92,9.55
286,Bima,ID,2021-11-18 04:32:47,-8.4667,118.7167,89.11,61,58,2.55
287,Linxi,CN,2021-11-18 04:32:47,39.7,118.4333,56.48,45,7,6.69
288,Tenenkou,ML,2021-11-18 04:32:47,14.4572,-4.9169,75.11,13,32,9.66
289,San Patricio,US,2021-11-18 04:32:48,28.017,-97.5169,77.09,70,0,11.68
290,Nogent-Le-Rotrou,FR,2021-11-18 04:32:48,48.3333,1.0,36.64,90,91,3.13
291,Isangel,VU,2021-11-18 04:32:49,-19.55,169.2667,84.31,74,75,5.75
292,Champerico,GT,2021-11-18 04:32:49,14.3,-91.9167,80.35,77,80,3.29
293,Grindavik,IS,2021-11-18 04:32:50,63.8424,-22.4338,33.75,100,90,17.27
294,Pavlovsk,RU,2021-11-18 04:32:50,50.4578,40.1081,24.96,64,19,3.69
295,Srivardhan,IN,2021-11-18 04:32:51,18.0333,73.0167,84.81,67,51,3.47
296,Merrill,US,2021-11-18 04:32:51,45.1805,-89.6835,33.57,63,90,13.8
297,Umm Kaddadah,SD,2021-11-18 04:32:52,13.6017,26.6876,72.7,32,72,15.05
298,Hofn,IS,2021-11-18 04:32:52,64.2539,-15.2082,32.56,80,100,8.95
299,Praia Da Vitoria,PT,2021-11-18 04:32:53,38.7333,-27.0667,65.75,77,75,13.06
300,Sao Filipe,CV,2021-11-18 04:32:53,14.8961,-24.4956,75.9,81,100,4.9
301,Vila Franca Do Campo,PT,2021-11-18 04:32:53,37.7167,-25.4333,62.2,72,76,8.5
302,Ipixuna,BR,2021-11-18 04:32:54,-1.7625,-48.8043,76.95,97,51,2.98
303,Homer,US,2021-11-18 04:32:54,59.6425,-151.5483,12.07,66,1,0.0
304,Eregli,TR,2021-11-18 04:32:55,37.5133,34.0467,45.0,46,4,1.14
305,Kintampo,GH,2021-11-18 04:32:55,8.0563,-1.7306,74.34,72,45,3.02
306,Warri,NG,2021-11-18 04:32:56,5.5167,5.75,75.94,93,35,2.66
307,Zhangye,CN,2021-11-18 04:32:57,38.9342,100.4517,49.57,13,5,3.62
308,Mudon,MM,2021-11-18 04:32:58,16.2578,97.7164,86.68,65,61,3.6
309,Saint-Francois,FR,2021-11-18 04:32:58,46.4154,3.9054,45.84,93,90,1.14
310,Cabo San Lucas,MX,2021-11-18 04:32:59,22.8909,-109.9124,79.52,40,4,1.01
311,Natal,BR,2021-11-18 04:33:00,-5.795,-35.2094,74.05,100,40,3.44
312,Komsomolskiy,UZ,2021-11-18 04:33:01,40.4272,71.7189,36.32,51,10,2.3
313,Marataizes,BR,2021-11-18 04:33:01,-21.0433,-40.8244,70.3,91,66,5.7
314,Kurihashi,JP,2021-11-18 04:33:02,36.1333,139.7,64.96,53,96,3.06
315,Catio,GW,2021-11-18 04:33:02,11.2833,-15.25,77.34,81,32,3.09
316,Novaya Igirma,RU,2021-11-18 04:33:03,57.1334,103.9112,11.34,69,39,5.37
317,Nuevo Progreso,MX,2021-11-18 04:33:04,23.1667,-97.95,72.59,78,8,5.66
318,Monrovia,LR,2021-11-18 04:33:05,6.3005,-10.7969,78.15,82,69,0.94
319,Pihani,IN,2021-11-18 04:33:06,27.6333,80.2,72.3,57,100,4.47
320,Ambon,ID,2021-11-18 04:33:07,-3.6954,128.1814,82.54,78,40,6.91
321,Saldanha,ZA,2021-11-18 04:33:08,-33.0117,17.9442,51.85,59,0,21.94
322,Pacific Grove,US,2021-11-18 04:33:12,36.6177,-121.9166,56.88,91,1,1.01
323,Kruisfontein,ZA,2021-11-18 04:34:08,-34.0033,24.7314,55.89,72,100,10.22
324,Poum,NC,2021-11-18 04:34:09,-20.2333,164.0167,78.22,79,57,16.51
325,Ambovombe,MG,2021-11-18 04:34:10,-25.1667,46.0833,83.71,56,0,3.6
326,Popondetta,PG,2021-11-18 04:34:10,-8.7537,148.2534,90.1,53,81,7.38
327,Crotone,IT,2021-11-18 04:34:10,39.0851,17.1178,50.94,80,7,4.18
328,Colares,PT,2021-11-18 04:34:11,38.7992,-9.4469,54.34,57,0,5.99
329,Fangshan,CN,2021-11-18 04:34:12,39.6983,115.9925,40.86,32,27,1.54
330,Puerto Carreno,CO,2021-11-18 04:34:12,6.189,-67.4859,76.62,67,100,5.88
331,Great Falls,US,2021-11-18 04:34:13,47.5002,-111.3008,30.42,44,1,4.0
332,Giyani,ZA,2021-11-18 04:34:13,-23.3025,30.7187,78.26,59,99,4.88
333,Talnakh,RU,2021-11-18 04:34:13,69.4865,88.3972,-3.01,87,100,5.66
334,Anshun,CN,2021-11-18 04:34:14,26.25,105.9333,56.64,67,6,8.86
335,Fort Nelson,CA,2021-11-18 04:31:23,58.8053,-122.7002,0.99,85,40,3.44
336,Neepawa,CA,2021-11-18 04:34:15,50.2289,-99.4664,23.4,78,76,20.74
337,Saint-Pierre,RE,2021-11-18 04:34:15,-21.3393,55.4781,83.57,58,0,4.61
338,Garowe,SO,2021-11-18 04:34:15,8.4054,48.4845,72.34,57,94,7.94
339,Petatlan,MX,2021-11-18 04:34:16,17.5167,-101.2667,72.46,86,17,3.74
340,Kaeo,NZ,2021-11-18 04:34:17,-35.1,173.7833,65.32,58,12,5.03
341,Myitkyina,MM,2021-11-18 04:34:17,25.3833,97.4,82.18,38,4,1.88
342,Joao Pinheiro,BR,2021-11-18 04:34:17,-17.7425,-46.1725,67.64,75,46,4.05
343,Yumen,CN,2021-11-18 04:34:18,40.2833,97.2,46.62,13,5,2.37
344,Kieta,PG,2021-11-18 04:34:18,-6.2167,155.6333,83.61,73,36,3.94
345,Sur,OM,2021-11-18 04:34:19,22.5667,59.5289,78.93,47,0,14.52
346,Sioux Lookout,CA,2021-11-18 04:34:19,50.1001,-91.917,28.78,93,90,11.5
347,Santa Cruz Del Sur,CU,2021-11-18 04:34:20,20.7147,-77.9956,74.77,90,61,11.7
348,Turukhansk,RU,2021-11-18 04:34:20,65.8167,87.9833,10.04,85,100,14.36
349,Pokhara,NP,2021-11-18 04:30:23,28.2333,83.9833,68.68,57,100,4.88
350,Hovd,MN,2021-11-18 04:34:21,48.0056,91.6419,34.02,19,91,17.11
351,Rio Viejo,CO,2021-11-18 04:34:21,8.5874,-73.839,74.46,86,100,3.06
352,Surt,LY,2021-11-18 04:34:22,31.2089,16.5887,66.7,58,2,6.69
353,El Calvario,GT,2021-11-18 04:34:22,14.1167,-89.9167,60.13,94,57,4.14
354,Kenai,US,2021-11-18 04:34:23,60.5544,-151.2583,10.15,74,1,3.44
355,Hasaki,JP,2021-11-18 04:34:23,35.7333,140.8333,64.69,68,100,4.9
356,Tsumeb,NA,2021-11-18 04:34:23,-19.2333,17.7167,74.75,57,96,4.76
357,Omboue,GA,2021-11-18 04:34:24,-1.5746,9.2618,74.12,94,69,5.46
358,Ramshir,IR,2021-11-18 04:34:25,30.8946,49.4092,58.86,37,0,6.24
359,El Alto,PE,2021-11-18 04:34:25,-4.2714,-81.2147,62.71,90,41,12.33
360,Svetlyy,RU,2021-11-18 04:34:26,54.675,20.1347,44.96,83,79,21.03
361,Soe,ID,2021-11-18 04:34:27,-9.8607,124.284,84.94,42,45,10.22
362,Krasnokamensk,RU,2021-11-18 04:32:18,50.0979,118.0369,24.46,55,99,17.11
363,Sokoto,NG,2021-11-18 04:34:28,13.0609,5.239,75.49,21,53,5.55
364,Coquimbo,CL,2021-11-18 04:34:29,-29.9533,-71.3436,55.13,87,75,2.3
365,Ixtapa,MX,2021-11-18 04:34:30,20.7,-105.2,76.23,88,1,0.0
366,Kamariotissa,GR,2021-11-18 04:34:30,40.4833,25.4667,51.85,71,15,11.43
367,Tyret Pervaya,RU,2021-11-18 04:35:30,53.6703,102.3106,17.47,85,92,10.98
368,Kununurra,AU,2021-11-18 04:35:31,-15.7667,128.7333,100.38,10,50,10.36
369,Nemuro,JP,2021-11-18 04:35:32,43.3236,145.575,48.63,71,68,13.13
370,Tigil,RU,2021-11-18 04:33:10,57.8,158.6667,10.4,88,99,1.43
371,Umarkot,PK,2021-11-18 04:35:34,25.3616,69.7362,81.77,16,0,11.95
372,Sandwick,GB,2021-11-18 04:35:35,60.0,-1.25,51.62,100,90,27.63
373,Laguna,US,2021-11-18 04:35:35,38.421,-121.4238,54.1,94,1,0.0
374,Eirunepe,BR,2021-11-18 04:35:36,-6.6603,-69.8736,73.08,96,100,1.77
375,Bobon,PH,2021-11-18 04:35:37,12.5246,124.5636,81.09,81,99,8.3
376,Cairns,AU,2021-11-18 04:35:38,-16.9167,145.7667,92.07,56,40,21.85
377,Verkh-Chebula,RU,2021-11-18 04:35:39,56.0308,87.6218,20.7,90,100,16.55
378,Cabedelo,BR,2021-11-18 04:35:39,-6.9811,-34.8339,75.87,75,30,14.47
379,Catuday,PH,2021-11-18 04:35:39,16.2923,119.8062,82.67,69,59,3.53
380,Grand Gaube,MU,2021-11-18 04:35:40,-20.0064,57.6608,81.37,64,22,11.99
381,Fulton,US,2021-11-18 04:35:40,33.7668,-84.4499,58.5,78,1,0.0
382,Laureles,US,2021-11-18 04:35:40,26.1092,-97.4941,77.95,63,20,1.01
383,Scottsbluff,US,2021-11-18 04:35:41,41.8666,-103.6672,26.29,51,1,1.01
384,Lucapa,AO,2021-11-18 04:35:41,-8.4192,20.7447,65.62,97,100,1.63
385,Aklavik,CA,2021-11-18 04:35:42,68.2191,-135.0107,0.32,91,100,20.89
386,Berdigestyakh,RU,2021-11-18 04:35:42,62.0989,126.6992,-5.3,95,54,4.72
387,Port Blair,IN,2021-11-18 04:35:43,11.6667,92.75,84.0,72,78,10.38
388,Sopelana,ES,2021-11-18 04:35:43,43.3789,-2.9831,52.39,86,75,2.3
389,North Bend,US,2021-11-18 04:35:44,43.4065,-124.2243,46.85,92,1,6.91
390,Yakeshi,CN,2021-11-18 04:35:44,49.2833,120.7333,22.69,79,100,17.0
391,Khorinsk,RU,2021-11-18 04:35:44,52.1657,109.7726,22.42,43,2,7.58
392,Orgita,EE,2021-11-18 04:35:45,58.9218,24.45,42.58,98,100,8.99
393,Nabire,ID,2021-11-18 04:35:45,-3.3667,135.4833,80.62,87,79,4.23
394,Muros,ES,2021-11-18 04:35:45,42.7762,-9.0603,52.84,78,5,13.62
395,Hudson Bay,CA,2021-11-18 04:35:46,52.85,-102.3842,16.59,88,83,9.31
396,Koulikoro,ML,2021-11-18 04:35:46,14.0,-7.75,73.26,26,59,7.67
397,Gewane,ET,2021-11-18 04:35:47,10.1664,40.6453,80.49,34,10,2.86
398,Kadnikov,RU,2021-11-18 04:35:48,59.5022,40.338,31.84,95,100,7.43
399,Dunedin,NZ,2021-11-18 04:35:48,-45.8742,170.5036,54.81,66,51,3.0
400,Brokopondo,SR,2021-11-18 04:35:49,4.75,-55.1667,76.15,88,99,7.18
401,Saint George,US,2021-11-18 04:35:50,37.1041,-113.5841,52.39,24,1,4.0
402,Ahuimanu,US,2021-11-18 04:35:50,21.4447,-157.8378,80.31,76,90,6.91
403,Atambua,ID,2021-11-18 04:35:50,-9.1061,124.8925,85.03,57,42,1.48
404,Port Hueneme,US,2021-11-18 04:35:51,34.1478,-119.1951,63.52,86,1,0.0
405,Namwala,ZM,2021-11-18 04:35:51,-15.7504,26.4384,76.6,57,5,8.19
406,Jacareacanga,BR,2021-11-18 04:35:52,-6.2222,-57.7528,72.14,99,100,1.43
407,Verkhnyaya Inta,RU,2021-11-18 04:35:52,65.9811,60.3094,-5.4,100,100,4.52
408,Urengoy,RU,2021-11-18 04:35:53,65.9667,78.3667,7.2,96,100,6.67
409,Inhambane,MZ,2021-11-18 04:35:53,-23.865,35.3833,80.58,83,40,13.8
410,Tazovskiy,RU,2021-11-18 04:35:54,67.4667,78.7,3.51,95,100,11.41
411,Ingham,US,2021-11-18 04:35:55,42.6,-84.3833,44.55,91,90,6.91
412,Walvis Bay,NA,2021-11-18 04:36:56,-22.9575,14.5053,60.1,82,0,10.36
413,Deseronto,CA,2021-11-18 04:36:57,44.2001,-77.0494,57.0,95,100,12.3
414,Porto Novo,BJ,2021-11-18 04:36:57,6.4965,2.6036,78.62,89,46,1.21
415,Kushmurun,KZ,2021-11-18 04:36:58,52.4503,64.6311,-0.17,97,25,2.77
416,Benicarlo,ES,2021-11-18 04:36:59,40.4165,0.4271,50.56,64,0,6.58
417,Lasa,IT,2021-11-18 04:37:00,46.6166,10.7002,45.86,93,35,5.01
418,Kwinana,AU,2021-11-18 04:37:00,-32.25,115.7667,70.34,62,99,16.44
419,Auning,DK,2021-11-18 04:37:01,56.4308,10.3782,45.95,95,68,5.99
420,Deputatskiy,RU,2021-11-18 04:37:02,69.3,139.9,-9.22,100,99,1.74
421,Ayan,RU,2021-11-18 04:37:02,56.45,138.1667,16.18,63,67,11.56
422,Tingloy,PH,2021-11-18 04:37:03,13.6609,120.8711,85.17,69,45,15.82
423,Kant,IN,2021-11-18 04:37:04,27.8,79.8,72.09,54,100,4.21
424,Cherskiy,RU,2021-11-18 04:37:04,68.75,161.3,12.29,77,65,12.37
425,Presidencia Roque Saenz Pena,AR,2021-11-18 04:37:05,-26.7852,-60.4388,60.51,77,97,4.52
426,Namibe,AO,2021-11-18 04:37:06,-15.1961,12.1522,69.75,85,93,4.76
427,Mahdasht,IR,2021-11-18 04:37:07,35.7299,50.8111,37.62,93,20,4.61
428,Yuxia,CN,2021-11-18 04:37:07,34.0615,108.6291,54.21,40,0,4.32
429,Faanui,PF,2021-11-18 04:37:08,-16.4833,-151.75,79.61,75,100,21.54
430,Narsaq,GL,2021-11-18 04:37:08,60.9167,-46.05,26.82,76,100,4.97
431,Alice Springs,AU,2021-11-18 04:37:08,-23.7,133.8833,92.75,10,0,9.22
432,Roald,NO,2021-11-18 04:37:09,62.5833,6.1333,42.1,81,75,13.8
433,Nuuk,GL,2021-11-18 04:37:09,64.1835,-51.7216,16.41,73,20,11.5
434,Sosva,RU,2021-11-18 04:37:10,59.1766,61.8558,8.8,83,15,6.98
435,Dzaoudzi,YT,2021-11-18 04:37:10,-12.7887,45.2699,82.29,69,20,11.5
436,Shcheglovo,RU,2021-11-18 04:37:10,60.0284,30.7529,37.54,90,100,9.98
437,Umtata,ZA,2021-11-18 04:37:12,-31.5889,28.7844,61.36,63,75,13.8
438,Chambersburg,US,2021-11-18 04:33:45,39.9376,-77.6611,53.08,95,16,6.26
439,Clyde River,CA,2021-11-18 04:37:12,70.4692,-68.5914,12.43,79,100,3.44
440,Belmonte,BR,2021-11-18 04:37:13,-15.8631,-38.8828,72.1,89,92,2.3
441,Barcelos,PT,2021-11-18 04:37:14,41.5388,-8.6151,51.69,73,20,6.69
442,Sisimiut,GL,2021-11-18 04:37:14,66.9395,-53.6735,10.26,85,25,8.75
443,Krasnyy Chikoy,RU,2021-11-18 04:37:15,50.3643,108.7512,24.03,45,14,9.08
444,Kadrina,EE,2021-11-18 04:37:15,59.3347,26.145,35.98,97,100,10.54
445,Karabash,RU,2021-11-18 04:37:16,55.4808,60.2157,7.81,88,32,6.55
446,Orchard Homes,US,2021-11-18 04:37:17,46.8633,-114.0484,27.91,68,1,4.0
447,Gizo,SB,2021-11-18 04:37:17,-8.103,156.8419,84.69,67,88,3.18
448,Hervey Bay,AU,2021-11-18 04:37:18,-25.2986,152.8535,79.02,57,46,13.29
449,Calvinia,ZA,2021-11-18 04:37:19,-31.4707,19.776,51.06,67,0,5.26
450,Camopi,GF,2021-11-18 04:37:20,3.1655,-52.3158,71.51,100,52,1.61
451,Havre,FR,2021-11-18 04:37:20,49.5833,0.3333,49.77,87,90,6.91
452,Vila,PT,2021-11-18 04:37:21,42.0304,-8.1588,41.94,88,22,4.72
453,Kerouane,GN,2021-11-18 04:37:21,9.2667,-9.0167,68.61,64,8,2.3
454,Warman,CA,2021-11-18 04:37:21,52.3168,-106.5679,13.91,85,90,11.5
455,Camacha,PT,2021-11-18 04:34:24,33.0833,-16.3333,63.36,63,20,13.8
456,Bonnyville,CA,2021-11-18 04:38:22,54.2668,-110.735,13.32,98,27,5.23
457,Aykhal,RU,2021-11-18 04:38:22,66.0,111.5,-13.76,99,13,5.82
458,Marathon,US,2021-11-18 04:38:23,44.9,-89.7668,34.84,62,90,1.01
459,Kolyvan,RU,2021-11-18 04:38:24,55.3053,82.7391,16.05,93,100,15.73
460,Lipari,IT,2021-11-18 04:38:24,38.4674,14.954,59.22,66,0,5.14
461,Pueblo,US,2021-11-18 04:37:38,38.2545,-104.6091,31.01,59,1,0.0
462,Mehamn,NO,2021-11-18 04:38:25,71.0357,27.8492,35.55,87,75,12.66
463,Maun,BW,2021-11-18 04:38:26,-19.9833,23.4167,73.36,64,0,9.22
464,Khonsa,IN,2021-11-18 04:38:26,27.0167,95.5667,73.45,40,10,3.51
465,Zrenjanin,RS,2021-11-18 04:38:26,45.3836,20.3819,41.22,85,53,2.53
466,Verkhovye,RU,2021-11-18 04:38:27,52.8119,37.2425,23.38,64,69,6.98
467,Sao Joao Do Piaui,BR,2021-11-18 04:38:27,-8.3581,-42.2467,79.32,61,99,6.6
468,Vardo,NO,2021-11-18 04:38:28,70.3705,31.1107,37.6,97,100,17.29
469,Broome,US,2021-11-18 04:38:29,42.2506,-75.833,51.91,71,1,1.01
470,Pombas,CV,2021-11-18 04:38:30,17.1503,-25.0201,73.18,76,100,5.73
471,Bulgan,MN,2021-11-18 04:38:30,48.8125,103.5347,24.17,40,73,4.54
472,Maraba,BR,2021-11-18 04:38:31,-5.3686,-49.1178,77.18,100,20,0.0
473,Kango,GA,2021-11-18 04:38:31,0.1943,10.0951,72.34,99,97,1.79
474,Itarema,BR,2021-11-18 04:38:32,-2.9248,-39.9167,80.53,79,35,15.84
475,Zhezkazgan,KZ,2021-11-18 04:38:33,47.8043,67.7144,22.98,87,100,16.58
476,Guayaramerin,BO,2021-11-18 04:38:33,-10.8368,-65.3614,72.37,98,98,2.42
477,Chambery,FR,2021-11-18 04:38:34,45.5667,5.9333,45.93,81,90,8.05
478,Shingu,JP,2021-11-18 04:38:34,33.7333,135.9833,65.39,58,93,5.37
479,Penzance,GB,2021-11-18 04:35:12,50.1186,-5.5371,52.81,79,70,9.89
480,Taksimo,RU,2021-11-18 04:38:35,56.3444,114.8794,20.23,72,100,3.02
481,Mogadishu,SO,2021-11-18 04:38:35,2.0371,45.3438,82.27,83,40,11.5
482,Juegang,CN,2021-11-18 04:38:36,32.3174,121.1855,65.14,58,1,5.68
483,Slave Lake,CA,2021-11-18 04:38:36,55.2834,-114.769,13.98,92,90,8.05
484,Los Llanos De Aridane,ES,2021-11-18 04:38:37,28.6585,-17.9182,62.13,70,90,7.0
485,Kavaratti,IN,2021-11-18 04:38:38,10.5669,72.642,80.29,81,80,10.45
486,Ilulissat,GL,2021-11-18 04:38:39,69.2167,-51.1,-13.02,76,0,6.82
487,Alliance,US,2021-11-18 04:38:40,40.9153,-81.1059,64.0,79,100,17.85
488,Allende,MX,2021-11-18 04:38:40,25.2833,-100.0167,69.57,43,1,4.63
489,Hillsborough,US,2021-11-18 04:38:41,37.5741,-122.3794,58.53,74,1,0.0
490,Vermillion,US,2021-11-18 04:38:41,42.7794,-96.9292,34.47,31,0,17.43
491,Seoul,KR,2021-11-18 04:38:42,37.5683,126.9778,60.37,63,40,8.05
492,Port Lincoln,AU,2021-11-18 04:38:42,-34.7333,135.8667,62.11,76,100,16.44
493,Yeniseysk,RU,2021-11-18 04:38:43,58.4497,92.1703,17.98,87,100,9.44
494,Luau,AO,2021-11-18 04:38:43,-10.7073,22.2247,64.47,95,94,2.98
495,Glace Bay,CA,2021-11-18 04:35:59,46.1969,-59.957,35.78,80,75,1.01
496,General Roca,AR,2021-11-18 04:38:44,-39.0333,-67.5833,66.6,35,27,19.98
497,Tilichiki,RU,2021-11-18 04:38:44,60.4667,166.1,19.9,90,97,8.66
498,Srandakan,ID,2021-11-18 04:38:45,-7.9386,110.2506,72.73,67,99,3.47
499,Port Hedland,AU,2021-11-18 04:38:45,-20.3167,118.5667,91.45,49,14,21.85
500,Muroto,JP,2021-11-18 04:39:46,33.2833,134.15,66.24,59,95,3.27
501,Bosaso,SO,2021-11-18 04:39:47,11.2842,49.1816,73.38,78,0,0.0
502,Campina Verde,BR,2021-11-18 04:39:47,-19.5356,-49.4864,69.31,97,100,4.83
503,Faya,SA,2021-11-18 04:39:48,18.3851,42.4509,55.51,51,0,1.54
504,Rudbar,AF,2021-11-18 04:39:49,30.15,62.6,45.72,37,2,11.43
505,Greenwood,US,2021-11-18 04:39:49,34.1668,-82.1165,60.1,87,1,0.0
506,Nauta,PE,2021-11-18 04:39:49,-4.5061,-73.5757,72.73,98,99,1.7
507,Hualmay,PE,2021-11-18 04:39:50,-11.0964,-77.6139,63.19,87,99,6.4
508,Bilibino,RU,2021-11-18 04:39:51,68.0546,166.4372,-5.37,100,68,4.05
509,Broken Hill,AU,2021-11-18 04:39:51,-31.95,141.4333,89.31,12,58,21.85
510,Indianola,US,2021-11-18 04:39:52,41.3581,-93.5574,37.06,62,39,12.5
511,Uvat,RU,2021-11-18 04:39:52,59.1433,68.8953,6.98,89,100,10.83
512,Usinsk,RU,2021-11-18 04:39:53,65.9939,57.5281,5.65,97,100,5.19
513,Nadym,RU,2021-11-18 04:39:54,65.5333,72.5167,2.39,95,100,16.89
514,Thai Binh,VN,2021-11-18 04:39:55,20.45,106.3333,71.6,53,43,6.02
515,San Policarpo,PH,2021-11-18 04:39:55,12.1791,125.5072,79.75,79,100,8.72
516,Napradea,RO,2021-11-18 04:39:56,47.3667,23.3167,31.23,87,2,1.01
517,Zonguldak,TR,2021-11-18 04:39:56,41.25,31.8333,39.27,93,94,1.28
518,Liuzhou,CN,2021-11-18 04:39:57,24.3126,109.3892,69.4,56,2,5.93
519,Skibbereen,IE,2021-11-18 04:39:57,51.55,-9.2667,53.4,94,86,12.39
520,Kamyshevatskaya,RU,2021-11-18 04:39:57,46.4132,37.9563,33.08,66,72,13.29
521,Sao Joao Da Barra,BR,2021-11-18 04:39:58,-21.6403,-41.0511,71.58,94,72,11.03
522,Pangnirtung,CA,2021-11-18 04:39:58,66.1451,-65.7125,4.59,82,61,6.53
523,Kpandu,GH,2021-11-18 04:39:59,6.9954,0.2931,75.65,88,30,5.03
524,Morondava,MG,2021-11-18 04:39:59,-20.2833,44.2833,83.3,64,92,2.66
525,Nelson Bay,AU,2021-11-18 04:39:59,-32.7167,152.15,77.95,64,5,20.18
526,Chunoyar,RU,2021-11-18 04:40:00,57.4467,97.3217,20.26,79,95,10.54
527,Hambantota,LK,2021-11-18 04:40:00,6.1241,81.1185,86.34,74,40,8.05
528,Itoman,JP,2021-11-18 04:40:01,26.1247,127.6694,72.37,90,75,12.66
529,Oranjemund,NA,2021-11-18 04:40:01,-28.55,16.4333,59.74,85,0,15.48
530,Teguldet,RU,2021-11-18 04:40:02,57.3064,88.1667,17.92,91,100,5.64
531,Gumdag,TM,2021-11-18 04:40:02,39.2061,54.5906,39.79,54,0,19.62
532,Mount Gambier,AU,2021-11-18 04:40:02,-37.8333,140.7667,76.91,47,5,23.02
533,Arlit,NE,2021-11-18 04:40:03,18.7369,7.3853,72.07,19,2,4.41
534,Limbe,CM,2021-11-18 04:40:03,4.0242,9.2149,77.41,88,50,2.59
535,Itaituba,BR,2021-11-18 04:40:04,-4.2761,-55.9836,77.16,100,40,5.75
536,Amahai,ID,2021-11-18 04:40:04,-3.3333,128.9167,82.2,77,100,3.04
537,Arandis,NA,2021-11-18 04:40:04,-22.4167,14.9667,53.47,53,4,1.25
538,Svetlaya,RU,2021-11-18 04:40:05,46.5389,138.3297,42.98,49,100,4.36
539,Safford,US,2021-11-18 04:40:05,32.834,-109.7076,57.34,31,1,4.61
540,Haines Junction,CA,2021-11-18 04:40:06,60.7522,-137.5108,3.15,66,100,10.36
541,Saint-Augustin,CA,2021-11-18 04:40:06,51.226,-58.6502,24.84,73,7,10.74
542,Tarakan,ID,2021-11-18 04:40:06,3.3,117.6333,87.3,66,40,5.75
543,Port Augusta,AU,2021-11-18 04:40:07,-32.5,137.7667,86.14,14,69,20.69
