City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Peto,MX,20.1333,-88.9167,71.17,100,100,1.48,overcast clouds
1,Albany,US,42.6001,-73.9662,32.07,85,3,3.76,clear sky
2,Dikson,RU,73.5069,80.5464,-8.93,95,95,6.02,overcast clouds
3,Hobart,AU,-42.8794,147.3294,59.11,76,75,1.01,broken clouds
4,Hermanus,ZA,-34.4187,19.2345,67.89,73,95,17.67,overcast clouds
5,Rikitea,PF,-23.1203,-134.9692,73.42,67,100,10.38,overcast clouds
6,Bluff,NZ,-46.6,168.3333,51.82,82,100,3.06,overcast clouds
7,Avarua,CK,-21.2078,-159.775,77.05,78,20,6.91,few clouds
8,Hervey Bay,AU,-25.2986,152.8535,82.04,60,0,10.69,clear sky
9,Cidreira,BR,-30.1811,-50.2056,61.0,76,0,6.49,clear sky
10,Ushuaia,AR,-54.8,-68.3,38.86,81,40,17.27,light intensity drizzle
11,Qui Nhon,VN,13.7667,109.2333,81.25,75,23,8.41,few clouds
12,Ermoupolis,GR,37.4423,24.9425,58.89,62,75,26.46,broken clouds
13,Kruisfontein,ZA,-34.0033,24.7314,62.89,57,26,4.63,scattered clouds
14,Alta Floresta,BR,-9.8756,-56.0861,70.12,99,100,2.82,overcast clouds
15,Camacari,BR,-12.6975,-38.3242,78.57,94,16,3.89,few clouds
16,Thompson,CA,55.7435,-97.8558,19.56,93,90,6.91,light snow
17,Mar Del Plata,AR,-38.0023,-57.5575,57.87,93,90,7.0,overcast clouds
18,Puerto Ayora,EC,-0.7393,-90.3518,68.5,80,75,9.28,broken clouds
19,Tuktoyaktuk,CA,69.4541,-133.0374,-5.8,84,20,6.91,few clouds
20,Oga,IT,46.4631,10.347,36.28,59,10,1.59,clear sky
21,Bambous Virieux,MU,-20.3428,57.7575,82.65,61,75,16.11,broken clouds
22,Fort Nelson,CA,58.8053,-122.7002,-8.01,84,40,0.0,scattered clouds
23,Busselton,AU,-33.65,115.3333,79.09,40,19,9.04,few clouds
24,Camacha,PT,33.0833,-16.3333,60.22,72,20,8.05,few clouds
25,Port Elizabeth,ZA,-33.918,25.5701,65.1,88,75,3.44,light rain
26,Toktogul,KG,41.8708,72.9402,52.57,53,0,1.52,clear sky
27,Raga,SS,8.4596,25.678,84.7,20,6,9.42,clear sky
28,Tessalit,ML,20.1986,1.0114,71.01,18,100,9.42,overcast clouds
29,Liloy,PH,8.1144,122.6594,83.19,78,100,2.95,heavy intensity rain
30,Punta Arenas,CL,-53.15,-70.9167,42.91,65,40,43.73,scattered clouds
31,Cape Town,ZA,-33.9258,18.4232,71.1,50,20,5.75,few clouds
32,Constitucion,CL,-35.3333,-72.4167,51.85,91,76,2.01,broken clouds
33,Kununurra,AU,-15.7667,128.7333,102.18,32,100,6.91,overcast clouds
34,Upernavik,GL,72.7868,-56.1549,4.42,63,100,9.33,overcast clouds
35,Didi Lilo,GE,41.7361,44.9647,47.98,62,0,14.97,clear sky
36,Tasiilaq,GL,65.6145,-37.6368,26.76,76,100,4.07,overcast clouds
37,Lilongwe,MW,-13.9669,33.7873,82.6,44,0,5.75,clear sky
38,Narsaq,GL,60.9167,-46.05,35.82,97,100,17.74,heavy intensity rain
39,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,65,0,8.01,clear sky
40,Atuona,PF,-9.8,-139.0333,78.17,73,15,15.73,few clouds
41,Geraldton,AU,-28.7667,114.6,86.41,30,0,19.57,clear sky
42,Saskylakh,RU,71.9167,114.0833,-19.53,98,100,7.43,overcast clouds
43,Vila,PT,42.0304,-8.1588,42.69,78,29,4.61,scattered clouds
44,Ostrovnoy,RU,68.0531,39.5131,30.36,94,100,13.56,light snow
45,Colares,PT,38.7992,-9.4469,58.33,68,52,8.01,broken clouds
46,Coquimbo,CL,-29.9533,-71.3436,55.13,94,90,4.61,overcast clouds
47,Viedma,AR,-40.8135,-62.9967,65.28,43,4,15.1,clear sky
48,Longyearbyen,SJ,78.2186,15.6401,12.04,48,20,14.97,few clouds
49,Yellowknife,CA,62.456,-114.3525,0.12,78,90,5.75,light snow
50,Bredasdorp,ZA,-34.5322,20.0403,59.29,80,100,14.18,light rain
51,Cherskiy,RU,68.75,161.3,-14.93,92,5,4.45,clear sky
52,Kloulklubed,PW,7.0419,134.2556,88.3,70,21,8.05,few clouds
53,Faanui,PF,-16.4833,-151.75,80.17,80,7,17.94,light rain
54,Jalu,LY,29.0331,21.5482,64.08,68,27,12.84,scattered clouds
55,Bethel,US,41.3712,-73.414,38.48,76,1,0.0,clear sky
56,Arraial Do Cabo,BR,-22.9661,-42.0278,73.11,93,100,14.38,overcast clouds
57,Padang,ID,-0.9492,100.3543,86.05,63,94,6.71,overcast clouds
58,Kodiak,US,57.79,-152.4072,27.91,69,90,9.22,light snow
59,Dingle,PH,10.9995,122.6711,85.96,72,68,4.74,broken clouds
60,San Patricio,US,28.017,-97.5169,67.82,91,11,3.87,few clouds
61,Georgetown,MY,5.4112,100.3354,87.75,70,20,8.01,few clouds
62,Pierre,US,44.3683,-100.351,47.28,57,40,0.0,scattered clouds
63,Safaga,EG,26.7292,33.9365,67.95,44,0,7.65,clear sky
64,Lebu,CL,-37.6167,-73.65,52.86,93,71,15.14,broken clouds
65,Dubbo,AU,-32.25,148.6167,77.13,47,40,6.91,light rain
66,Chokurdakh,RU,70.6333,147.9167,-6.43,99,100,4.97,overcast clouds
67,Saint-Augustin,CA,51.226,-58.6502,33.1,81,12,8.55,few clouds
68,Mahebourg,MU,-20.4081,57.7,82.69,61,75,16.11,broken clouds
69,Rush,IE,53.5223,-6.0931,51.89,76,75,6.91,broken clouds
70,Linjiang,CN,41.8069,126.9078,41.27,55,99,2.01,overcast clouds
71,Bratsk,RU,56.1325,101.6142,7.29,69,100,10.89,overcast clouds
72,Carnarvon,AU,-24.8667,113.6333,78.87,61,0,19.57,clear sky
73,Rawson,AR,-43.3002,-65.1023,66.7,37,1,14.76,clear sky
74,Jamestown,US,42.097,-79.2353,35.19,97,1,1.99,clear sky
75,Mount Isa,AU,-20.7333,139.5,100.17,19,85,9.22,overcast clouds
76,Moron,AR,-34.6534,-58.6198,67.96,90,0,4.56,clear sky
77,Tiksi,RU,71.6872,128.8694,-13.72,98,91,5.66,overcast clouds
78,Sitka,US,57.0531,-135.33,30.09,80,20,5.75,few clouds
79,Borzya,RU,50.3833,116.5167,19.92,65,100,6.17,overcast clouds
80,Westlock,CA,54.1502,-113.8688,24.96,90,100,6.31,overcast clouds
81,Baixa Grande,BR,-11.9597,-40.1681,69.03,88,40,2.37,scattered clouds
82,New Norfolk,AU,-42.7826,147.0587,58.75,63,95,1.99,overcast clouds
83,Port Alfred,ZA,-33.5906,26.891,65.21,68,52,8.21,light rain
84,Mataura,NZ,-46.1927,168.8643,56.17,87,100,1.3,light rain
85,Hilo,US,19.7297,-155.09,73.26,88,90,3.44,overcast clouds
86,Finschhafen,PG,-6.6024,147.8681,81.7,81,97,3.29,overcast clouds
87,San Luis,AR,-33.295,-66.3356,70.12,31,0,16.87,clear sky
88,Betare Oya,CM,5.6,14.0833,77.25,69,89,2.77,overcast clouds
89,Hazorasp,UZ,41.3194,61.0742,30.04,30,67,6.82,broken clouds
90,Nikolskoye,RU,59.7035,30.7861,35.49,73,100,10.89,overcast clouds
91,Nome,US,64.5011,-165.4064,-0.33,55,1,0.0,clear sky
92,Saldanha,ZA,-33.0117,17.9442,64.45,65,9,12.06,clear sky
93,Lubumbashi,CD,-11.6609,27.4794,70.23,77,100,3.18,overcast clouds
94,Pocoes,BR,-14.5297,-40.3653,63.46,98,99,2.91,overcast clouds
95,Hithadhoo,MV,-0.6,73.0833,80.73,82,90,21.34,overcast clouds
96,Yar-Sale,RU,66.8333,70.8333,2.26,95,100,22.68,light snow
97,Kindia,GN,10.0569,-12.8658,67.96,76,8,1.25,clear sky
98,Champerico,GT,14.3,-91.9167,80.04,81,100,4.45,overcast clouds
99,Celestun,MX,20.8667,-90.4,75.18,87,100,10.38,overcast clouds
100,Vrede,ZA,-27.4257,29.1659,61.7,65,94,7.85,overcast clouds
101,Qaanaaq,GL,77.484,-69.3632,-4.49,72,67,8.12,broken clouds
102,Tamandare,BR,-8.7597,-35.1047,77.0,76,8,6.64,clear sky
103,Tara,RU,56.8944,74.371,22.33,93,100,11.12,overcast clouds
104,Apatity,RU,67.5641,33.4031,22.91,95,100,4.81,overcast clouds
105,Lydenburg,ZA,-25.0978,30.4597,60.1,78,100,3.27,overcast clouds
106,Itarema,BR,-2.9248,-39.9167,80.26,73,26,15.23,scattered clouds
107,Kapaa,US,22.0752,-159.319,78.78,76,40,5.75,scattered clouds
108,Upata,VE,8.0086,-62.3989,68.25,98,16,2.19,few clouds
109,Torbay,CA,47.6666,-52.7314,53.28,94,90,33.38,light rain
110,Bengkulu,ID,-3.8004,102.2655,84.27,71,100,10.04,overcast clouds
111,Walvis Bay,NA,-22.9575,14.5053,58.08,88,90,8.05,overcast clouds
112,Omsukchan,RU,62.5333,155.8,2.37,99,100,2.19,overcast clouds
113,Vestmannaeyjar,IS,63.4427,-20.2734,37.4,77,6,22.5,clear sky
114,Husavik,IS,66.0449,-17.3389,30.11,87,100,19.19,light snow
115,Revelstoke,CA,50.9832,-118.2023,28.42,93,90,2.3,overcast clouds
116,Port Blair,IN,11.6667,92.75,84.25,73,26,11.72,scattered clouds
117,Codrington,AU,-38.2667,141.9667,56.23,67,20,14.54,few clouds
118,Iroquois Falls,CA,48.7669,-80.6831,23.14,86,100,6.8,overcast clouds
119,Airai,TL,-8.9266,125.4092,70.97,79,96,2.19,moderate rain
120,Castro,BR,-24.7911,-50.0119,57.38,95,75,6.98,broken clouds
121,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.49,69,21,4.36,few clouds
122,Mogadishu,SO,2.0371,45.3438,84.07,84,75,10.36,broken clouds
123,Souillac,MU,-20.5167,57.5167,82.78,61,75,16.11,broken clouds
124,Basoda,IN,23.85,77.9333,80.22,32,85,9.13,overcast clouds
125,Bandundu,CD,-3.3167,17.3667,78.17,81,100,0.51,overcast clouds
126,Secunda,ZA,-26.55,29.1667,57.33,99,100,1.99,overcast clouds
127,Hellin,ES,38.5106,-1.701,53.38,83,100,12.64,overcast clouds
128,Mount Gambier,AU,-37.8333,140.7667,58.91,58,75,16.11,broken clouds
129,Pevek,RU,69.7008,170.3133,-7.76,90,48,3.96,scattered clouds
130,Half Moon Bay,US,37.4636,-122.4286,58.69,94,90,0.0,overcast clouds
131,Buala,SB,-8.145,159.5921,81.48,74,56,3.51,light rain
132,Maraba,BR,-5.3686,-49.1178,78.98,89,0,4.61,clear sky
133,Cabo San Lucas,MX,22.8909,-109.9124,67.6,69,5,9.42,clear sky
134,Oranjemund,NA,-28.55,16.4333,63.37,71,1,11.63,clear sky
135,Melo,UY,-32.3667,-54.1833,54.36,77,0,6.55,clear sky
136,Synya,RU,65.3718,58.0387,23.92,93,100,12.71,light snow
137,Terrace,CA,54.5163,-128.6035,42.42,93,90,16.11,moderate rain
138,La Ronge,CA,55.1001,-105.2842,26.85,86,90,5.75,overcast clouds
139,Nizwa,OM,22.9333,57.5333,77.9,35,0,4.65,clear sky
140,Lata,PT,40.1629,-8.3327,56.8,82,77,6.15,broken clouds
141,Big Spring,US,32.2504,-101.4787,55.24,54,1,15.99,clear sky
142,Ponto Novo,BR,-10.8628,-40.1336,68.9,86,33,2.68,scattered clouds
143,Busia,UG,0.4544,34.0758,81.18,41,87,3.62,overcast clouds
144,Awbari,LY,26.5921,12.7805,65.23,46,98,8.03,overcast clouds
145,Khatanga,RU,71.9667,102.5,-21.19,95,96,4.23,overcast clouds
146,Provideniya,RU,64.3833,-173.3,10.96,64,7,7.9,clear sky
147,Iqaluit,CA,63.7506,-68.5145,26.33,73,75,8.01,light snow
148,Visby,SE,57.6409,18.296,47.86,66,40,16.11,scattered clouds
149,Ratnagiri,IN,16.9833,73.3,88.72,61,98,6.76,overcast clouds
150,Agadez,NE,19.75,10.25,76.75,20,100,4.16,overcast clouds
151,Leningradskiy,RU,69.3833,178.4167,-4.49,83,31,4.54,scattered clouds
152,Vila Velha,BR,-20.3297,-40.2925,76.95,92,40,5.99,scattered clouds
153,Gimli,CA,50.6336,-96.9907,26.44,86,100,5.75,overcast clouds
154,Norman Wells,CA,65.282,-126.8329,1.44,78,75,8.05,light snow
155,Belaya Gora,RU,68.5333,146.4167,-8.54,97,100,2.3,overcast clouds
156,Vaini,TO,-21.2,-175.2,78.96,94,20,2.3,few clouds
157,Wanning,CN,18.8003,110.3967,80.55,69,99,9.24,overcast clouds
158,La Crosse,US,43.8014,-91.2396,37.42,63,90,3.0,overcast clouds
159,Wangqing,CN,43.3218,129.7634,36.0,53,0,4.65,clear sky
160,Sharanga,RU,57.1775,46.5396,28.22,91,100,13.18,overcast clouds
161,Santiago,CL,-33.4569,-70.6483,65.86,54,20,9.22,few clouds
162,Tekeli,KZ,44.83,78.8239,33.44,75,0,5.73,clear sky
163,Brive-La-Gaillarde,FR,45.25,1.5,38.75,91,0,2.57,clear sky
164,Saint-Philippe,RE,-21.3585,55.7679,85.48,63,1,13.85,clear sky
165,Butaritari,KI,3.0707,172.7902,82.42,73,31,14.32,scattered clouds
166,Fiche,ET,9.8,38.7333,61.02,33,5,4.47,clear sky
167,Kaitangata,NZ,-46.2817,169.8464,54.0,88,100,5.32,light rain
168,Road Town,VG,18.4167,-64.6167,78.01,73,5,12.86,clear sky
169,Brae,GB,60.3964,-1.353,48.11,81,100,14.83,overcast clouds
170,Luderitz,NA,-26.6481,15.1594,67.24,54,6,15.75,clear sky
171,Arman,RU,59.7,150.1667,10.02,80,23,13.0,few clouds
172,Taltal,CL,-25.4,-70.4833,59.29,77,66,0.13,broken clouds
173,Avera,US,33.194,-82.5271,46.27,36,0,9.33,clear sky
174,Arkhangelsk,RU,64.5401,40.5433,30.31,93,90,6.71,light snow
175,Singaparna,ID,-7.3515,108.111,83.84,69,98,2.44,overcast clouds
176,Nelson Bay,AU,-32.7167,152.15,70.09,87,100,1.01,overcast clouds
177,Ponta Do Sol,PT,32.6667,-17.1,63.72,69,8,3.67,clear sky
178,Pandan Niog,PH,6.2282,120.5631,84.18,72,24,5.84,few clouds
179,Bria,CF,6.5423,21.9863,79.3,57,9,5.19,clear sky
180,Honiara,SB,-9.4333,159.95,80.2,81,100,2.53,overcast clouds
181,Saint George,US,37.1041,-113.5841,58.35,43,20,3.44,few clouds
182,Kangaatsiaq,GL,68.3065,-53.4641,14.29,64,100,14.03,overcast clouds
183,Henties Bay,NA,-22.116,14.2845,57.85,78,100,4.38,overcast clouds
184,Palafrugell,ES,41.9174,3.1631,48.42,76,37,3.96,scattered clouds
185,Korem,ET,12.5058,39.5228,63.3,33,0,6.11,clear sky
186,Faya,SA,18.3851,42.4509,62.71,45,0,9.33,clear sky
187,Abu Kamal,SY,34.4506,40.9171,65.35,51,100,15.19,overcast clouds
188,Xingcheng,CN,40.6167,120.7167,40.1,56,100,9.48,overcast clouds
189,Jaciara,BR,-15.9653,-54.9683,70.29,99,100,0.76,overcast clouds
190,Tabou,CI,4.423,-7.3528,79.05,86,5,5.61,light rain
191,Balsas,BR,-7.5325,-46.0356,75.54,79,100,2.19,overcast clouds
192,Gobabis,NA,-22.45,18.9667,80.64,17,72,11.23,broken clouds
193,Nouadhibou,MR,20.931,-17.0347,66.18,88,80,11.5,broken clouds
194,Parrita,CR,9.5201,-84.3225,78.51,85,14,4.38,few clouds
195,East London,ZA,-33.0153,27.9116,61.74,94,75,1.14,broken clouds
196,Byron Bay,AU,-28.65,153.6167,86.11,71,74,14.09,broken clouds
197,Vrangel,RU,42.7297,133.0839,36.73,55,11,5.08,few clouds
198,Machilipatnam,IN,16.1667,81.1333,86.2,72,39,11.21,scattered clouds
199,Victoria,HK,22.2855,114.1577,80.65,74,8,1.99,clear sky
200,Eyl,SO,7.9803,49.8164,85.24,47,87,12.95,overcast clouds
201,Ilulissat,GL,69.2167,-51.1,19.42,38,100,17.27,overcast clouds
202,Dakoro,NE,14.5106,6.765,75.49,20,0,10.94,clear sky
203,Baringo,KE,0.4667,35.9667,82.98,37,16,1.61,few clouds
204,Usevya,TZ,-7.1,31.2333,85.35,45,30,4.5,scattered clouds
205,Hambantota,LK,6.1241,81.1185,89.94,58,20,17.27,few clouds
206,Lahij,YE,13.1667,44.5833,81.82,34,1,6.51,clear sky
207,San Rafael Del Sur,NI,11.8485,-86.4384,76.8,74,98,11.07,overcast clouds
208,Kitimat,CA,54.0524,-128.6534,42.91,29,100,3.0,light rain
209,Alihe,CN,50.5667,123.7167,21.11,63,100,1.23,overcast clouds
210,San Quintin,MX,30.4833,-115.95,59.43,90,100,8.66,overcast clouds
211,Kutulik,RU,53.3508,102.7839,10.92,91,100,18.77,light snow
212,Esperance,AU,-33.8667,121.9,71.44,53,0,18.9,clear sky
213,Shingu,JP,33.7333,135.9833,68.99,68,0,4.32,clear sky
214,Abu Zabad,SD,12.35,29.25,80.76,17,0,18.97,clear sky
215,Te Anau,NZ,-45.4167,167.7167,52.57,91,100,2.73,light rain
216,Tres Arroyos,AR,-38.3739,-60.2798,52.75,50,0,10.54,clear sky
217,Wagar,SD,16.1525,36.2032,82.13,54,0,9.51,clear sky
218,Santa Maria,BR,-29.6842,-53.8069,55.08,89,0,3.62,clear sky
219,Tomatlan,MX,19.9333,-105.25,68.72,71,6,3.96,clear sky
220,San Joaquin,US,37.9333,-121.3011,58.51,87,90,6.91,overcast clouds
221,Lompoc,US,34.6391,-120.4579,56.79,91,90,4.61,fog
222,Davila,PH,18.4726,120.5763,93.18,69,100,23.73,overcast clouds
223,Sabang,ID,5.8933,95.3214,82.38,78,79,19.46,broken clouds
224,Guerrero Negro,MX,27.9769,-114.0611,61.77,90,96,8.55,overcast clouds
225,Shishou,CN,29.7226,112.419,59.16,72,100,8.19,overcast clouds
226,Coihaique,CL,-45.5752,-72.0662,55.35,58,90,8.05,overcast clouds
227,Valentin Gomez Farias,MX,28.2167,-106.5833,49.1,77,4,0.74,clear sky
228,Udachnyy,RU,66.4167,112.4,-17.07,99,58,4.81,broken clouds
229,Saposoa,PE,-6.934,-76.7716,69.64,99,100,1.07,overcast clouds
230,Ulladulla,AU,-35.35,150.4667,60.76,95,100,10.11,light rain
231,Burgersdorp,ZA,-30.9977,26.3286,60.76,34,0,3.11,clear sky
232,Namibe,AO,-15.1961,12.1522,71.22,70,100,4.47,overcast clouds
233,Gat,IL,31.61,34.7642,62.4,73,100,13.67,overcast clouds
234,Puerto Narino,CO,-3.7703,-70.3831,73.35,99,99,2.64,overcast clouds
235,Lorengau,PG,-2.0226,147.2712,84.65,62,49,4.63,scattered clouds
236,Chengde,CN,40.9725,117.9361,42.73,43,100,1.05,overcast clouds
237,Cockburn Town,TC,21.4612,-71.1419,80.51,77,14,15.5,few clouds
238,Tacoronte,ES,28.4769,-16.4102,62.8,71,0,3.0,clear sky
