City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Batemans Bay,AU,-35.7167,150.1833,64.2,95,100,7.27,light rain
480,Ust-Nera,RU,64.5667,143.2,-17.81,100,95,1.14,overcast clouds
481,Salinas,US,36.6777,-121.6555,58.96,89,90,6.91,mist
482,Kalol,IN,22.6,73.45,85.44,42,30,6.85,scattered clouds
483,Jati,PK,24.3539,68.2671,85.46,27,0,15.03,clear sky
484,Douglas,US,41.3,-96.167,44.15,58,1,1.01,clear sky
485,Bagdarin,RU,54.4333,113.6,13.5,86,100,2.84,overcast clouds
486,Yuzhno-Kurilsk,RU,44.0306,145.8556,39.33,62,22,26.15,few clouds
487,Kungurtug,RU,50.5994,97.5228,5.52,61,100,9.98,overcast clouds
488,Grande Prairie,CA,55.1667,-118.8027,17.78,93,90,12.66,snow
489,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,75,100,9.62,overcast clouds
490,Catania,IT,37.5021,15.0872,59.72,87,0,5.75,clear sky
491,Santa Maria Da Boa Vista,BR,-8.8078,-39.8256,74.66,69,82,11.43,broken clouds
492,Vao,NC,-22.6667,167.4833,73.31,81,43,17.36,light rain
493,Vryburg,ZA,-26.9566,24.7284,75.13,32,8,8.34,clear sky
494,Zhanaozen,KZ,43.3,52.8,39.11,33,100,9.53,overcast clouds
495,Martinho Campos,BR,-19.3317,-45.2369,68.18,95,100,1.61,overcast clouds
496,Zuenoula,CI,7.4292,-6.0431,73.11,88,5,1.52,clear sky
497,Rock Springs,US,41.5875,-109.2029,33.24,77,1,10.36,clear sky
498,Zhanakorgan,KZ,43.9098,67.2495,40.62,24,71,2.59,broken clouds
499,Olafsvik,IS,64.8945,-23.7142,34.38,76,96,9.28,overcast clouds
500,Lubango,AO,-14.9172,13.4925,64.44,79,100,2.33,overcast clouds
501,Kamaishi,JP,39.2667,141.8833,52.75,62,19,2.98,few clouds
502,Alofi,NU,-19.0595,-169.9187,78.69,89,6,6.91,clear sky
503,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,57.6,77,0,6.96,clear sky
504,Svecha,RU,58.2785,47.5164,28.78,91,100,12.59,overcast clouds
505,Ola,RU,59.5833,151.2833,10.15,75,92,11.27,overcast clouds
506,Juneau,US,58.3019,-134.4197,25.21,95,37,5.66,scattered clouds
507,Roald,NO,62.5833,6.1333,47.91,71,75,20.71,broken clouds
508,Krasnyy Profintern,RU,57.7446,40.435,32.02,98,100,6.67,overcast clouds
509,Emerald,AU,-23.5333,148.1667,91.54,33,43,10.36,scattered clouds
510,Bom Jesus,BR,-9.0744,-44.3586,73.49,68,92,1.36,overcast clouds
511,Opuwo,NA,-18.0607,13.84,77.95,18,11,1.3,few clouds
512,Syedove,UA,47.0768,38.156,43.0,89,100,22.39,overcast clouds
513,El Alto,PE,-4.2714,-81.2147,63.41,84,95,11.63,overcast clouds
514,Seydi,TM,39.4816,62.9137,51.22,29,0,8.37,clear sky
515,Abrau-Dyurso,RU,44.69,37.59,47.66,74,96,15.5,overcast clouds
516,Qandala,SO,11.472,49.8728,82.89,44,2,7.47,clear sky
517,Male,MV,4.1748,73.5089,85.95,74,75,18.41,broken clouds
518,Tonstad,NO,58.6626,6.7169,47.35,97,100,2.13,light rain
519,Lasa,IT,46.6166,10.7002,27.34,53,9,3.13,clear sky
520,Mujiayingzi,CN,42.1167,118.7833,34.11,67,87,3.74,overcast clouds
521,Crestview,US,30.7621,-86.5705,57.24,63,1,4.0,clear sky
522,Ruteng,ID,-8.6136,120.4721,73.22,75,100,1.43,overcast clouds
523,Beringovskiy,RU,63.05,179.3167,4.23,100,92,13.98,overcast clouds
524,Kupang,ID,-10.1667,123.5833,88.38,70,75,10.36,broken clouds
525,Afyonkarahisar,TR,38.75,30.6667,41.31,73,84,7.7,broken clouds
526,Seoul,KR,37.5683,126.9778,63.01,53,20,2.3,haze
527,Santa Rosa,PH,14.3122,121.1114,87.12,61,95,12.91,heavy intensity rain
528,Passo Fundo,BR,-28.2628,-52.4067,50.45,92,0,6.58,clear sky
529,Gorodishche,RU,48.8045,44.4744,34.68,93,75,15.66,broken clouds
530,Daoukro,CI,7.0591,-3.9631,73.04,93,45,1.3,scattered clouds
531,Itupiranga,BR,-5.1347,-49.3267,79.12,96,100,1.57,overcast clouds
532,Quelimane,MZ,-17.8786,36.8883,82.35,78,75,11.5,broken clouds
533,Puerto Del Rosario,ES,28.5004,-13.8627,58.75,82,0,6.91,clear sky
534,George,ZA,-33.963,22.4617,62.15,77,75,3.44,broken clouds
535,Ilhabela,BR,-23.7781,-45.3581,70.48,92,98,4.54,overcast clouds
536,Ketchikan,US,55.3422,-131.6461,36.12,89,100,4.97,overcast clouds
537,Bilma,NE,18.6853,12.9164,77.74,21,99,5.7,overcast clouds
538,Puerto Leguizamo,CO,-0.1934,-74.7819,72.16,91,95,0.2,overcast clouds
539,West Richland,US,46.3043,-119.3614,42.35,94,1,5.01,clear sky
540,Mizdah,LY,31.4451,12.9801,56.61,81,95,6.69,overcast clouds
541,Kieta,PG,-6.2167,155.6333,80.85,78,100,3.74,overcast clouds
542,Alice Springs,AU,-23.7,133.8833,99.95,11,73,13.8,broken clouds
543,Cheremukhovo,RU,60.3484,59.9851,23.43,81,100,6.11,overcast clouds
544,Belmonte,BR,-15.8631,-38.8828,75.7,87,100,10.25,overcast clouds
545,Stromness,GB,58.965,-3.296,46.65,91,100,1.01,light rain
546,Cabedelo,BR,-6.9811,-34.8339,75.87,79,15,12.12,few clouds
547,Khandyga,RU,62.6667,135.6,-21.3,100,78,1.9,broken clouds
548,Oksfjord,NO,70.2396,22.3479,34.72,98,100,13.62,light snow
549,Maun,BW,-19.9833,23.4167,73.36,83,0,8.05,clear sky
550,San Andres,CO,12.5847,-81.7006,82.42,78,20,5.75,few clouds
551,Clarksburg,US,39.2807,-80.3445,29.79,97,98,3.51,overcast clouds
552,Biloela,AU,-24.4167,150.5,87.21,35,100,11.99,overcast clouds
553,Guaruja,BR,-23.9931,-46.2564,75.16,26,100,1.01,overcast clouds
554,Port-De-Bouc,FR,43.4,4.9833,41.22,93,0,8.05,clear sky
555,Puerto Parra,CO,6.6515,-74.0573,70.59,99,67,0.65,broken clouds
556,Fallon,US,39.4735,-118.7774,47.44,74,37,7.72,scattered clouds
557,Constantine,DZ,36.365,6.6147,42.21,100,40,1.14,scattered clouds
558,Balgazyn,RU,51.0,95.2,8.04,52,0,5.82,clear sky
559,Gouyave,GD,12.1646,-61.7296,77.77,83,20,5.75,few clouds
560,Inyonga,TZ,-6.7167,32.0667,82.36,46,19,4.83,few clouds
561,Maceio,BR,-9.6658,-35.7353,76.44,88,40,3.44,scattered clouds
562,Zhigansk,RU,66.7697,123.3711,-25.11,99,91,5.82,overcast clouds
563,Palmer,US,42.1584,-72.3287,32.14,87,1,3.27,clear sky
564,Rio Tercero,AR,-32.173,-64.1141,60.8,46,3,4.43,clear sky
565,Guia De Isora,ES,28.2115,-16.7795,62.78,52,14,1.01,few clouds
566,Nazilli,TR,37.9163,28.3223,42.1,67,27,5.84,scattered clouds
567,Alekseyevka,RU,50.6309,38.6903,39.24,93,100,25.99,overcast clouds
568,Heyang,CN,26.1011,107.473,56.82,98,100,2.44,overcast clouds
569,Lincoln,US,40.8,-96.667,45.01,53,31,1.01,scattered clouds
570,Rosario,AR,-32.9468,-60.6393,64.08,88,0,0.0,clear sky
571,Shubarshi,KZ,48.5872,57.1869,26.83,82,100,14.56,overcast clouds
572,Ampanihy,MG,-24.7,44.75,89.67,37,20,7.94,few clouds
573,Monticello,US,45.3055,-93.7941,35.22,72,1,5.75,clear sky
574,Chimbote,PE,-9.0853,-78.5783,62.4,92,100,5.57,overcast clouds
575,Ulaanbaatar,MN,47.9077,106.8832,14.13,79,90,4.47,snow
576,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,42,0,11.5,clear sky
577,Hunterville,NZ,-39.9333,175.5667,56.97,81,17,3.78,few clouds
578,Flinders,AU,-34.5833,150.8552,64.8,91,100,9.17,overcast clouds
579,Buritizeiro,BR,-17.3511,-44.9622,71.2,95,100,0.36,heavy intensity rain
580,Grootfontein,NA,-19.5667,18.1167,76.57,19,14,5.75,few clouds
581,Portland,US,45.5234,-122.6762,46.83,90,100,2.57,overcast clouds
582,Hay River,CA,60.8156,-115.7999,10.38,79,90,12.66,light snow
583,Guangyuan,CN,32.442,105.823,55.24,77,100,6.11,overcast clouds
584,Okhotsk,RU,59.3833,143.3,11.07,81,21,15.03,few clouds
585,Yining,CN,29.0361,114.5636,58.12,94,100,1.21,overcast clouds
586,Usoke,TZ,-5.1667,32.35,88.59,32,9,1.5,clear sky
587,Benalla,AU,-36.55,145.9833,68.99,42,100,11.9,overcast clouds
588,Haileybury,CA,47.449,-79.6373,19.98,69,100,5.19,overcast clouds
589,Boali,CF,4.8005,18.1275,79.57,71,100,0.56,overcast clouds
590,Cayenne,GF,4.9333,-52.3333,80.1,88,20,1.01,few clouds
591,Nanortalik,GL,60.1432,-45.2371,35.26,96,100,26.66,heavy intensity rain
592,Ucluelet,CA,48.9329,-125.5528,37.09,90,65,4.83,broken clouds
593,Chumikan,RU,54.7183,135.315,9.19,80,9,13.02,clear sky
594,Teocelo,MX,19.3833,-96.9667,60.69,91,100,2.13,overcast clouds
595,Hanmer Springs,NZ,-42.5167,172.8167,58.33,67,100,2.48,overcast clouds
596,Tabuk,PH,17.4189,121.4443,83.97,62,90,6.35,overcast clouds
597,Kimberley,ZA,-28.7323,24.7623,64.09,45,0,6.91,clear sky
598,Kabakovo,RU,54.5369,56.1517,25.09,86,90,26.84,light snow
599,Tautira,PF,-17.7333,-149.15,80.62,74,59,16.93,broken clouds
600,Rio Gallegos,AR,-51.6226,-69.2181,48.25,61,0,20.71,clear sky
601,Bonfim,BR,3.0833,-59.95,77.7,73,100,5.7,overcast clouds
602,Haapiti,PF,-17.5667,-149.8667,80.33,72,15,16.44,few clouds
603,Amapa,BR,1.0,-52.0,71.47,99,37,1.32,light rain
604,Ouesso,CG,1.6136,16.0517,76.82,85,94,1.23,overcast clouds
605,Tuatapere,NZ,-46.1333,167.6833,49.77,95,100,2.15,overcast clouds
606,Pangnirtung,CA,66.1451,-65.7125,15.75,74,100,9.44,overcast clouds
607,Radishchevo,RU,52.85,47.8833,29.88,92,100,15.03,overcast clouds
608,Pilar,BR,-9.5972,-35.9567,75.13,90,14,4.32,few clouds
609,Mehamn,NO,71.0357,27.8492,32.47,85,100,22.88,light snow
610,Djibo,BF,14.1022,-1.6306,75.04,19,0,9.15,clear sky
611,Halifax,CA,44.6453,-63.5724,37.45,89,10,5.01,clear sky
612,Benghazi,LY,32.1167,20.0667,67.71,63,40,20.67,scattered clouds
613,Broome,US,42.2506,-75.833,31.19,76,100,3.0,overcast clouds
614,San Lawrenz,MT,36.0553,14.204,58.86,91,1,6.17,clear sky
615,Smirnykh,RU,49.75,142.8333,25.3,69,13,8.08,few clouds
616,Loukhi,RU,66.0764,33.0381,28.09,95,100,7.49,light snow
617,Chipiona,ES,36.7366,-6.437,63.3,82,20,10.36,few clouds
618,Turukhansk,RU,65.8167,87.9833,-10.7,87,88,8.25,overcast clouds
619,Westport,US,41.1415,-73.3579,40.82,78,8,1.99,clear sky
620,Conway,US,35.0887,-92.4421,41.7,76,75,3.44,broken clouds
621,Kenai,US,60.5544,-151.2583,-2.97,87,12,9.1,few clouds
622,Christchurch,NZ,-43.5333,172.6333,64.6,63,100,10.36,overcast clouds
623,Katangli,RU,51.7102,143.2326,24.67,73,100,19.01,overcast clouds
624,Sakakah,SA,29.9697,40.2064,62.17,35,68,2.15,broken clouds
625,San Borja,BO,-14.8167,-66.85,70.99,80,100,1.79,overcast clouds
626,Alpnach,CH,46.9402,8.2743,46.53,95,90,3.44,fog
627,Bejar,ES,40.3864,-5.7634,46.58,87,69,4.56,broken clouds
628,Deputatskiy,RU,69.3,139.9,-14.75,99,100,3.18,overcast clouds
629,Alcaniz,ES,41.05,-0.1333,49.08,85,100,1.21,overcast clouds
630,Morehead,US,37.2711,-87.1764,34.99,79,1,0.0,clear sky
631,Panjakent,TJ,39.4952,67.6093,40.8,20,0,1.14,clear sky
632,Lakes Entrance,AU,-37.8811,147.981,60.17,80,100,3.87,overcast clouds
633,Veraval,IN,20.9,70.3667,86.5,59,71,6.64,broken clouds
634,Lucea,JM,18.451,-78.1736,76.86,74,96,9.71,overcast clouds
635,Mareeba,AU,-17.0,145.4333,85.32,54,5,9.69,clear sky
636,Nortelandia,BR,-14.4547,-56.8028,70.63,99,100,1.28,overcast clouds
637,Leopold,AU,-38.1833,144.4667,63.18,55,90,5.99,overcast clouds
638,Banepa,NP,27.6298,85.5214,70.12,37,75,3.44,broken clouds
639,Sao Lourenco,BR,-22.1164,-45.0544,65.37,97,99,3.76,overcast clouds
640,Reo,BF,12.3167,-2.4667,75.36,20,0,8.12,clear sky
641,Semirom,IR,31.4167,51.5667,43.79,48,2,5.03,clear sky
642,Taraclia,MD,45.9,28.6689,47.71,69,100,10.56,overcast clouds
643,Verkhoyansk,RU,67.5447,133.385,-20.18,99,95,3.15,overcast clouds
644,Port Augusta,AU,-32.5,137.7667,61.7,81,100,17.05,overcast clouds
645,Bani,DO,18.2833,-70.3333,72.61,81,32,7.25,scattered clouds
646,Monrovia,LR,6.3005,-10.7969,74.97,84,55,5.59,broken clouds
647,Baruun-Urt,MN,46.6806,113.2792,20.93,58,100,3.04,overcast clouds
648,Segezha,RU,63.7415,34.3222,32.2,74,100,11.63,overcast clouds
649,Sokolovo,RU,52.5318,84.7896,17.62,68,100,6.38,overcast clouds
650,Jurm,AF,36.8648,70.8342,48.94,38,0,3.13,clear sky
651,Naerbo,NO,58.6667,5.65,45.01,94,100,2.8,overcast clouds
652,Marawi,PH,7.9986,124.2928,74.64,88,94,1.86,overcast clouds
653,At-Bashi,KG,41.1702,75.8106,29.07,27,0,0.63,clear sky
654,Lagoa,PT,39.05,-27.9833,64.54,77,96,25.59,overcast clouds
655,Vavuniya,LK,8.7514,80.4971,84.16,71,97,7.96,overcast clouds
656,Brokopondo,SR,4.75,-55.1667,75.11,93,100,5.59,overcast clouds
657,Kindu,CD,-2.95,25.95,77.68,73,100,2.3,overcast clouds
658,Vallenar,CL,-28.5708,-70.7581,60.44,72,0,1.63,clear sky
659,Thai Binh,VN,20.45,106.3333,80.6,69,89,14.83,overcast clouds
660,Yunyang,CN,33.4474,112.7142,53.49,74,100,9.53,overcast clouds
661,Hanna,CA,51.6334,-111.9018,23.02,63,16,6.35,few clouds
662,Talara,PE,-4.5772,-81.2719,64.53,87,69,12.73,broken clouds
663,Grand Gaube,MU,-20.0064,57.6608,82.8,59,1,11.99,clear sky
664,Lipin Bor,RU,60.2622,37.9763,32.4,96,100,4.59,light snow
665,Saint-Francois,FR,46.4154,3.9054,36.48,95,90,6.91,mist
666,Vidim,RU,56.4088,103.1106,11.35,86,100,8.97,overcast clouds
667,Bitung,ID,1.4451,125.1824,81.45,73,100,6.58,overcast clouds
668,Magdagachi,RU,53.45,125.8,15.04,50,100,2.39,overcast clouds
669,Yulara,AU,-25.2406,130.9889,96.64,24,100,19.57,overcast clouds
670,Baley,RU,51.6,116.6333,13.78,84,100,2.15,overcast clouds
671,Batsfjord,NO,70.6345,29.7185,32.92,92,100,18.16,light snow
672,Rochegda,RU,62.8,43.25,30.72,98,100,6.38,light snow
673,Sobolevo,RU,54.4299,31.8996,44.19,68,86,25.3,light rain
674,Guanica,PR,17.9716,-66.908,77.97,81,61,1.01,broken clouds
675,Anori,BR,-3.7728,-61.6442,72.64,99,100,2.59,overcast clouds
676,Luau,AO,-10.7073,22.2247,65.52,98,100,4.21,moderate rain
677,Blois,FR,47.5833,1.3333,43.38,87,0,6.42,clear sky
678,Markivka,UA,49.5229,39.5705,37.54,94,100,21.72,overcast clouds
679,Mabaruma,GY,8.2,-59.7833,72.18,98,45,1.5,scattered clouds
680,Dicabisagan,PH,17.0818,122.4157,82.98,72,93,10.8,overcast clouds
681,Jodiya,IN,22.6925,70.306,91.51,61,100,11.39,overcast clouds
682,Zhaozhou,CN,45.6833,125.3167,22.69,82,5,4.09,clear sky
683,Kushima,JP,31.4583,131.2333,71.11,60,0,8.88,clear sky
684,Juli,PE,-16.2167,-69.45,44.76,77,100,6.58,overcast clouds
685,Port Moresby,PG,-9.4431,147.1797,82.87,80,15,13.65,few clouds
686,Manggar,ID,-2.8833,108.2667,85.44,68,88,4.07,overcast clouds
687,Hovd,MN,48.0056,91.6419,14.79,14,0,2.8,clear sky
688,Domoni,KM,-12.2569,44.5319,83.93,65,13,6.71,few clouds
689,Rio Claro,BR,-22.4114,-47.5614,69.53,89,89,8.16,overcast clouds
690,Kapit,MY,2.0167,112.9333,91.62,52,99,2.24,overcast clouds
691,Wana,PK,32.2989,69.5725,61.72,19,0,3.96,clear sky
692,Mohan,IN,26.7833,80.6833,71.55,40,100,8.34,overcast clouds
693,Rindal,NO,63.0565,9.2124,36.79,98,100,9.53,overcast clouds
694,Indramayu,ID,-6.3264,108.32,83.57,69,100,9.51,overcast clouds
695,Mus,TR,39.0,41.75,43.81,44,100,1.1,overcast clouds
696,Dudinka,RU,69.4058,86.1778,-11.87,92,84,16.71,broken clouds
697,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.82,95,100,7.96,overcast clouds
698,Aviles,ES,43.5547,-5.9248,51.37,84,0,1.99,clear sky
699,Payo,ID,-3.7508,103.6372,90.34,52,100,4.43,overcast clouds
700,Basco,PH,20.4487,121.9702,80.13,76,73,18.12,broken clouds
701,Verkhnyaya Inta,RU,65.9811,60.3094,15.84,83,100,11.21,overcast clouds
702,Thinadhoo,MV,0.5333,72.9333,82.6,76,100,20.0,overcast clouds
703,Marihatag,PH,8.7936,126.2969,84.87,72,14,6.62,few clouds
704,Ukiah,US,39.1502,-123.2078,51.64,95,90,0.0,overcast clouds
705,Rantepao,ID,-2.9701,119.8978,78.01,87,92,1.86,overcast clouds
706,Malinyi,TZ,-8.9333,36.1333,88.66,40,2,3.06,clear sky
707,Havoysund,NO,70.9963,24.6622,34.68,75,100,22.7,light snow
708,Muros,ES,42.7762,-9.0603,52.3,91,8,6.13,clear sky
709,Krasnoselkup,RU,65.7,82.4667,-13.43,94,12,11.79,few clouds
710,Sorong,ID,-0.8833,131.25,84.51,75,10,5.59,clear sky
711,Lazaro Cardenas,MX,17.9583,-102.2,74.14,84,7,3.94,clear sky
712,Nizhneudinsk,RU,54.9076,99.0276,12.81,46,100,4.99,overcast clouds
713,Beloha,MG,-25.1667,45.05,86.79,47,22,9.82,few clouds
714,Mkushi,ZM,-13.6202,29.3939,80.17,44,100,4.59,overcast clouds
715,Kalispell,US,48.1958,-114.3129,34.66,88,90,0.0,overcast clouds
716,Sant Feliu De Guixols,ES,41.7833,3.0333,52.9,74,88,4.61,overcast clouds
717,Xiuyan,CN,40.2928,123.2744,42.46,47,100,5.03,overcast clouds
718,Bosaso,SO,11.2842,49.1816,83.79,45,6,6.98,clear sky
